18.7	128.2	945	48	20	西	250	100
18.7	128.8	945	48	20	西	250	100
18.5	129.5	950	45	20	西	250	100
18.4	130.2	955	42	22	西北西	250	100
18.3	131	955	40	22	西北西	300	80
18.1	131.6	955	40	25	西北西	300	80
17.5	133	955	40	25	西北西	300	80
16.6	134.3	965	38	25	西北西	200	60
15.6	135.6	970	35	20	西北西	200	60
14.9	136.6	970	35	15	西北西	200	60
14.3	137.2	975	33	18	西北西	200	60
13.9	137.5	975	33	18	西北西	200	60
13.5	137.7	980	30	18	西北西	200	60
13.1	138.3	988	25	15	西北西	200	0
12.3	139.4	995	20	15	西北西	200	0
12.2	140.3	995	20	10	西北西	200	0
12.1	140	998	18	10	西北西	150	0
11.8	140.9	998	18	10	西北西	220	0
